datetime,timestamp_desc,source,source_long,message,parser,display_name,tag
2009-12-02T22:32:55.871278+00:00,Creation Time,LOG,System,a2e337c6-df92-11de-ad60-00221535b480 MAC address: 00:22:15:35:b4:80 Origin: $MFT: 136-2,mft,TSK:/$MFT,-
2009-12-02T22:32:55.871278+00:00,Creation Time,LOG,System,a2e337c9-df92-11de-ad60-00221535b480 MAC address: 00:22:15:35:b4:80 Origin: $MFT: 145-2,mft,TSK:/$MFT,-
2009-12-02T22:32:55.871278+00:00,Creation Time,LOG,System,a2e337ca-df92-11de-ad60-00221535b480 MAC address: 00:22:15:35:b4:80 Origin: $MFT: 138-2,mft,TSK:/$MFT,-
2009-12-02T22:32:55.871278+00:00,Creation Time,LOG,System,a2e337c7-df92-11de-ad60-00221535b480 MAC address: 00:22:15:35:b4:80 Origin: $MFT: 144-2,mft,TSK:/$MFT,-
2009-12-02T22:32:55.871278+00:00,Creation Time,LOG,System,a2e337c8-df92-11de-ad60-00221535b480 MAC address: 00:22:15:35:b4:80 Origin: $MFT: 135-2,mft,TSK:/$MFT,-
2009-12-02T22:32:55.871278+00:00,Creation Time,LOG,System,a2e337cb-df92-11de-ad60-00221535b480 MAC address: 00:22:15:35:b4:80 Origin: $MFT: 146-2,mft,TSK:/$MFT,-
2009-12-02T22:32:55.871278+00:00,Creation Time,LOG,System,a2e337cc-df92-11de-ad60-00221535b480 MAC address: 00:22:15:35:b4:80 Origin: $MFT: 140-2,mft,TSK:/$MFT,-
2009-12-02T22:32:55.871279+00:00,Creation Time,LOG,System,a2e337cd-df92-11de-ad60-00221535b480 MAC address: 00:22:15:35:b4:80 Origin: $MFT: 147-2,mft,TSK:/$MFT,-
2009-12-03T21:16:47.000000+00:00,Last Access Time,FILE,File stat,TSK:/Immortality/us005026637-001.tif Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Immortality/us005026637-001.tif,-
2009-12-03T21:16:47.953125+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 46-1 Attribute name: $STANDARD_INFORMATION Path hints: \Immortality\us005026637-001.tif,mft,TSK:/$MFT,-
2009-12-03T21:16:59.140625+00:00,Metadata Modification Time,FILE,NTFS USN change,New Folder File reference: 43-2 Parent file reference: 5-5 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:16:59.140625+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 43-2 Attribute name: $FILE_NAME Name: Email Parent file reference: 5-5 Path hints: \Email,mft,TSK:/$MFT,-
2009-12-03T21:16:59.140625+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 43-2 Attribute name: $FILE_NAME Name: Email Parent file reference: 5-5 Path hints: \Email,mft,TSK:/$MFT,-
2009-12-03T21:16:59.140625+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 43-2 Attribute name: $FILE_NAME Name: Email Parent file reference: 5-5 Path hints: \Email,mft,TSK:/$MFT,-
2009-12-03T21:16:59.140625+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 43-2 Attribute name: $FILE_NAME Name: Email Parent file reference: 5-5 Path hints: \Email,mft,TSK:/$MFT,-
2009-12-03T21:16:59.140625+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 43-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email,mft,TSK:/$MFT,-
2009-12-03T21:16:59.000000+00:00,Creation Time,FILE,File stat,TSK:/Email Type: directory Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 1,filestat,TSK:/Email,-
2009-12-03T21:16:59.156250+00:00,Metadata Modification Time,FILE,NTFS USN change,New Folder File reference: 43-2 Parent file reference: 5-5 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:17:01.937500+00:00,Metadata Modification Time,FILE,NTFS USN change,Email File reference: 43-2 Parent file reference: 5-5 Update source:  Update reason: USN_REASON_RENAME_NEW_NAME,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:17:01.937500+00:00,Metadata Modification Time,FILE,NTFS USN change,Email File reference: 43-2 Parent file reference: 5-5 Update source:  Update reason: USN_REASON_RENAME_NEW_NAME  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:17:01.937500+00:00,Metadata Modification Time,FILE,NTFS USN change,New Folder File reference: 43-2 Parent file reference: 5-5 Update source:  Update reason: USN_REASON_RENAME_OLD_NAME,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:17:01.937500+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 5-5 Attribute name: $STANDARD_INFORMATION Path hints: \,mft,TSK:/$MFT,-
2009-12-03T21:17:01.937500+00:00,Metadata Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 5-5 Attribute name: $STANDARD_INFORMATION Path hints: \,mft,TSK:/$MFT,-
2009-12-03T21:19:11.531250+00:00,Creation Time,LOG,System,80304174-e051-11de-a02a-000bdb4f6b10 MAC address: 00:0b:db:4f:6b:10 Origin: $MFT: 43-2,mft,TSK:/$MFT,-
2009-12-03T21:19:11.531251+00:00,Creation Time,LOG,System,80304175-e051-11de-a02a-000bdb4f6b10 MAC address: 00:0b:db:4f:6b:10 Origin: $MFT: 52-2,mft,TSK:/$MFT,-
2009-12-03T21:19:11.531251+00:00,Creation Time,LOG,System,80304176-e051-11de-a02a-000bdb4f6b10 MAC address: 00:0b:db:4f:6b:10 Origin: $MFT: 48-2,mft,TSK:/$MFT,-
2009-12-03T21:19:11.531251+00:00,Creation Time,LOG,System,80304177-e051-11de-a02a-000bdb4f6b10 MAC address: 00:0b:db:4f:6b:10 Origin: $MFT: 49-2,mft,TSK:/$MFT,-
2009-12-03T21:19:11.531251+00:00,Creation Time,LOG,System,80304178-e051-11de-a02a-000bdb4f6b10 MAC address: 00:0b:db:4f:6b:10 Origin: $MFT: 57-2,mft,TSK:/$MFT,-
2009-12-03T21:19:11.531251+00:00,Creation Time,LOG,System,80304179-e051-11de-a02a-000bdb4f6b10 MAC address: 00:0b:db:4f:6b:10 Origin: $MFT: 58-2,mft,TSK:/$MFT,-
2009-12-03T21:19:12.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-11-16_1102_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-16_1102_Received.txt,-
2009-12-03T21:19:12.375000+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1102.txt File reference: 48-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:12.375000+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1102.txt File reference: 48-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:12.375000+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1102.txt File reference: 48-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:12.375000+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 48-2 Attribute name: $FILE_NAME Name: CHARLI~1.TXT Parent file reference: 43-2 Path hints: \Email\CHARLI~1.TXT,mft,TSK:/$MFT,-
2009-12-03T21:19:12.375000+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 48-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-16_1102_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-16_1102_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:12.375000+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 48-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-16_1102_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:12.406250+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1102.txt File reference: 48-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:12.421875+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1102.txt File reference: 48-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:12.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-16_1102_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-16_1102_Received.txt,-
2009-12-03T21:19:12.531250+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1102.txt File reference: 48-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:12.531250+00:00,Metadata Modification Time,FILE,NTFS USN change,Email File reference: 43-2 Parent file reference: 5-5 Update source:  Update reason: USN_REASON_OBJECT_ID_CHANGE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:12.531250+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 48-2 Attribute name: $FILE_NAME Name: CHARLI~1.TXT Parent file reference: 43-2 Path hints: \Email\CHARLI~1.TXT,mft,TSK:/$MFT,-
2009-12-03T21:19:12.531250+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 48-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-16_1102_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-16_1102_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:12.531250+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 48-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-16_1102_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:27.125000+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1122.txt File reference: 49-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:27.125000+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1122.txt File reference: 49-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:27.125000+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 49-2 Attribute name: $FILE_NAME Name: CHARLI~2.TXT Parent file reference: 43-2 Path hints: \Email\CHARLI~2.TXT,mft,TSK:/$MFT,-
2009-12-03T21:19:27.125000+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 49-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-16_1122_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-16_1122_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:27.125000+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 49-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-16_1122_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:27.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-11-16_1122_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-16_1122_Received.txt,-
2009-12-03T21:19:27.125000+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1122.txt File reference: 49-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:27.156250+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1122.txt File reference: 49-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:27.171875+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1122.txt File reference: 49-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:27.171875+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1122.txt File reference: 49-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:27.171875+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 49-2 Attribute name: $FILE_NAME Name: CHARLI~2.TXT Parent file reference: 43-2 Path hints: \Email\CHARLI~2.TXT,mft,TSK:/$MFT,-
2009-12-03T21:19:27.171875+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 49-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-16_1122_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-16_1122_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:27.171875+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 49-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-16_1122_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:27.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-16_1122_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-16_1122_Received.txt,-
2009-12-03T21:19:43.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-11-16_1338_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-16_1338_Received.txt,-
2009-12-03T21:19:43.218750+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 50-2 Attribute name: $FILE_NAME Name: CHARLI~3.TXT Parent file reference: 43-2 Path hints: \Email\CHARLI~3.TXT,mft,TSK:/$MFT,-
2009-12-03T21:19:43.218750+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 50-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-16_1338_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-16_1338_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:43.218750+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 50-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-16_1338_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:43.343750+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1338.txt File reference: 50-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:43.343750+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1338.txt File reference: 50-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:43.343750+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1338.txt File reference: 50-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:43.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-16_1338_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-16_1338_Received.txt,-
2009-12-03T21:19:43.000000+00:00,Last Access Time,FILE,File stat,TSK:/Email/Charlie_2009-11-16_1338_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-16_1338_Received.txt,-
2009-12-03T21:19:43.390625+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1338.txt File reference: 50-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:43.406250+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1338.txt File reference: 50-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:43.406250+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 50-2 Attribute name: $FILE_NAME Name: CHARLI~3.TXT Parent file reference: 43-2 Path hints: \Email\CHARLI~3.TXT,mft,TSK:/$MFT,-
2009-12-03T21:19:43.406250+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 50-2 Attribute name: $FILE_NAME Name: CHARLI~3.TXT Parent file reference: 43-2 Path hints: \Email\CHARLI~3.TXT,mft,TSK:/$MFT,-
2009-12-03T21:19:43.406250+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 50-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-16_1338_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-16_1338_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:43.406250+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 50-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-16_1338_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-16_1338_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:43.406250+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 50-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-16_1338_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:43.406250+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 50-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-16_1338_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:43.421875+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1338.txt File reference: 50-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:55.156250+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1433.txt File reference: 51-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:55.156250+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1433.txt File reference: 51-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:55.156250+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 51-2 Attribute name: $FILE_NAME Name: CHARLI~4.TXT Parent file reference: 43-2 Path hints: \Email\CHARLI~4.TXT,mft,TSK:/$MFT,-
2009-12-03T21:19:55.156250+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 51-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-16_1433_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-16_1433_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:55.156250+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 51-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-16_1433_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:55.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-11-16_1433_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-16_1433_Received.txt,-
2009-12-03T21:19:55.156250+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1433.txt File reference: 51-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:55.468750+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1433.txt File reference: 51-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:55.468750+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 51-2 Attribute name: $FILE_NAME Name: CHARLI~4.TXT Parent file reference: 43-2 Path hints: \Email\CHARLI~4.TXT,mft,TSK:/$MFT,-
2009-12-03T21:19:55.468750+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 51-2 Attribute name: $FILE_NAME Name: CHARLI~4.TXT Parent file reference: 43-2 Path hints: \Email\CHARLI~4.TXT,mft,TSK:/$MFT,-
2009-12-03T21:19:55.468750+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 51-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-16_1433_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-16_1433_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:55.468750+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 51-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-16_1433_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-16_1433_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:55.468750+00:00,Content Modification Time,FILE,NTFS file stat,TSK:/$MFT File reference: 51-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-16_1433_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:55.468750+00:00,Last Access Time,FILE,NTFS file stat,TSK:/$MFT File reference: 51-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-16_1433_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:19:55.000000+00:00,Content Modification Time,FILE,File stat,TSK:/Email/Charlie_2009-11-16_1433_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-16_1433_Received.txt,-
2009-12-03T21:19:55.000000+00:00,Last Access Time,FILE,File stat,TSK:/Email/Charlie_2009-11-16_1433_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-16_1433_Received.txt,-
2009-12-03T21:19:55.468750+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1433.txt File reference: 51-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:19:55.625000+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1433.txt File reference: 51-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:20:10.828125+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1553.txt File reference: 52-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:20:10.828125+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1553.txt File reference: 52-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_DELETE  USN_REASON_CLOSE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:20:10.828125+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 52-2 Attribute name: $FILE_NAME Name: CHE319~1.TXT Parent file reference: 43-2 Path hints: \Email\CHE319~1.TXT,mft,TSK:/$MFT,-
2009-12-03T21:20:10.828125+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 52-2 Attribute name: $STANDARD_INFORMATION Path hints: \Email\Charlie_2009-11-16_1553_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:20:10.000000+00:00,Creation Time,FILE,File stat,TSK:/Email/Charlie_2009-11-16_1553_Received.txt Type: file Owner identifier: 0 Group identifier: 0 Mode: 0o777 Number of links: 2,filestat,TSK:/Email/Charlie_2009-11-16_1553_Received.txt,-
2009-12-03T21:20:10.828125+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1553.txt File reference: 52-1 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:20:10.828125+00:00,Creation Time,FILE,NTFS file stat,TSK:/$MFT File reference: 52-2 Attribute name: $FILE_NAME Name: Charlie_2009-11-16_1553_Received.txt Parent file reference: 43-2 Path hints: \Email\Charlie_2009-11-16_1553_Received.txt,mft,TSK:/$MFT,-
2009-12-03T21:20:10.937500+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1553.txt File reference: 52-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:20:10.953125+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1553.txt File reference: 52-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_DATA_EXTEND  USN_REASON_FILE_CREATE  USN_REASON_OBJECT_ID_CHANGE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
2009-12-03T21:20:10.953125+00:00,Metadata Modification Time,FILE,NTFS USN change,Charlie_Received_2009-11-16_1553.txt File reference: 52-2 Parent file reference: 43-2 Update source:  Update reason: USN_REASON_FILE_CREATE  USN_REASON_OBJECT_ID_CHANGE,usnjrnl,TSK:/$Extend/$UsnJrnl:$J,-
